club_id	player_name	identity_key	review_status
eu_greece_panathinaikos	Sebastián Leto	sebastianleto	DRAFT
eu_greece_panathinaikos	Sotiris Ninis	sotirisninis	DRAFT
eu_greece_panathinaikos	Jean-Alain Boumsong	jeanalainboumsong	DRAFT
eu_greece_panathinaikos	Luis García	luisgarcia	DRAFT
eu_greece_panathinaikos	Giourkas Seitaridis	giourkasseitaridis	DRAFT
eu_greece_panathinaikos	Loukas Vyntra	loukasvyntra	DRAFT
eu_greece_panathinaikos	Cédric Kanté	cedrickante	DRAFT
eu_greece_panathinaikos	Nikos Spyropoulos	nikosspyropoulos	DRAFT
eu_greece_panathinaikos	Damien Plessis	damienplessis	DRAFT
eu_greece_panathinaikos	Alexandros Tzorvas	alexandrostzorvas	DRAFT
eu_greece_panathinaikos	Orestis Karnezis	orestiskarnezis	DRAFT
eu_greece_panathinaikos	Simão	simao	DRAFT
eu_greece_panathinaikos	Lazaros Christodoulopoulos	lazaroschristodoulopoulos	DRAFT
eu_hungary_debreceni-vsc	Vukašin Poleksić	vukasinpoleksic	DRAFT
eu_hungary_debreceni-vsc	Nenad Novaković	nenadnovakovic	DRAFT
eu_hungary_debreceni-vsc	Mindaugas Malinauskas	mindaugasmalinauskas	DRAFT
eu_hungary_debreceni-vsc	László Bodnár	laszlobodnar	DRAFT
eu_hungary_debreceni-vsc	Norbert Mészáros	norbertmeszaros	DRAFT
eu_hungary_debreceni-vsc	Mirsad Mijadinoski	mirsadmijadinoski	DRAFT
eu_hungary_debreceni-vsc	Ádám Komlósi	adamkomlosi	DRAFT
eu_hungary_debreceni-vsc	Leandro	leandro	CROSS_CLUB
eu_hungary_debreceni-vsc	Zoltán Kiss	zoltankiss	DRAFT
eu_hungary_debreceni-vsc	Péter Szakály	peterszakaly	DRAFT
eu_hungary_debreceni-vsc	József Varga	jozsefvarga	DRAFT
eu_hungary_debreceni-vsc	Zoltán Szélesi	zoltanszelesi	DRAFT
eu_hungary_debreceni-vsc	Adamo Coulibaly	adamocoulibaly	DRAFT
eu_hungary_debreceni-vsc	Tibor Dombi	tibordombi	DRAFT
eu_hungary_debreceni-vsc	László Rezes	laszlorezes	DRAFT
eu_hungary_debreceni-vsc	Yannick Mbengono	yannickmbengono	DRAFT
eu_hungary_debreceni-vsc	Péter Czvitkovics	peterczvitkovics	DRAFT
eu_hungary_debreceni-vsc	Péter Kabát	peterkabat	DRAFT
eu_hungary_debreceni-vsc	Balázs Farkas	balazsfarkas	DRAFT
eu_hungary_debreceni-vsc	Eugène Salami	eugenesalami	DRAFT
eu_hungary_ferencvaros	Marko Ranilović	markoranilovic	DRAFT
eu_hungary_ferencvaros	Justin Haber	justinhaber	DRAFT
eu_hungary_ferencvaros	Levente Jova	leventejova	DRAFT
eu_hungary_ferencvaros	Csaba Csizmadia	csabacsizmadia	DRAFT
eu_hungary_ferencvaros	Zoltán Balog	zoltanbalog	DRAFT
eu_hungary_ferencvaros	Attila Dragóner	attiladragoner	DRAFT
eu_hungary_ferencvaros	Dávid Kulcsár	davidkulcsar	DRAFT
eu_hungary_ferencvaros	István Rodenbücher	istvanrodenbucher	DRAFT
eu_hungary_ferencvaros	Junior	junior	DRAFT
eu_hungary_ferencvaros	Adriano	adriano	DRAFT
eu_hungary_ferencvaros	Andrezinho	andrezinho	DRAFT
eu_hungary_ferencvaros	Béla Maróti	belamaroti	DRAFT
eu_hungary_ferencvaros	György Józsi	gyorgyjozsi	DRAFT
eu_hungary_ferencvaros	Dénes Rósa	denesrosa	DRAFT
eu_hungary_ferencvaros	József Tóth	jozseftoth	DRAFT
eu_hungary_ferencvaros	André Schembri	andreschembri	DRAFT
eu_hungary_ferencvaros	Marek Heinz	marekheinz	DRAFT
eu_hungary_ferencvaros	Liban Abdi	libanabdi	DRAFT
eu_hungary_ferencvaros	Emil Miljkovic	emilmiljkovic	DRAFT
eu_hungary_ferencvaros	Srdjan Stanic	srdjanstanic	DRAFT
eu_hungary_videoton-fc	Mladen Božović	mladenbozovic	DRAFT
eu_hungary_videoton-fc	Zsolt Sebők	zsoltsebok	DRAFT
eu_hungary_videoton-fc	Tomáš Tujvel	tomastujvel	DRAFT
eu_hungary_videoton-fc	Gábor Horváth	gaborhorvath	DRAFT
eu_hungary_videoton-fc	Zoltán Lipták	zoltanliptak	DRAFT
eu_hungary_videoton-fc	Tamás Vaskó	tamasvasko	DRAFT
eu_hungary_videoton-fc	Marko Andić	markoandic	DRAFT
eu_hungary_videoton-fc	Ádám Présinger	adampresinger	DRAFT
eu_hungary_videoton-fc	András Gosztonyi	andrasgosztonyi	DRAFT
eu_hungary_videoton-fc	Ákos Elek	akoselek	DRAFT
eu_hungary_videoton-fc	György Sándor	gyorgysandor	DRAFT
eu_hungary_videoton-fc	Attila Polonkai	attilapolonkai	DRAFT
eu_hungary_videoton-fc	Dénes Szakály	denesszakaly	DRAFT
eu_hungary_videoton-fc	Dušan Vasiljević	dusanvasiljevic	DRAFT
eu_hungary_videoton-fc	Bojan Djordjic	bojandjordjic	CROSS_CLUB
eu_hungary_videoton-fc	Andre Alves	andrealves	DRAFT
eu_hungary_videoton-fc	Nemanja Nikolić	nemanjanikolic	DRAFT
eu_hungary_videoton-fc	László Lencse	laszlolencse	DRAFT
eu_hungary_videoton-fc	Goran Vujović	goranvujovic	DRAFT
eu_hungary_videoton-fc	Martin Kayongo-Mutumba	martinkayongomutumba	DRAFT
eu_ireland_shamrock-rovers	Gary Twigg	garytwigg	DRAFT
eu_ireland_shamrock-rovers	Dan Murray	danmurray	DRAFT
eu_ireland_shamrock-rovers	Danny Murphy	dannymurphy	DRAFT
eu_ireland_shamrock-rovers	Patrick Kavanagh	patrickkavanagh	DRAFT
eu_ireland_shamrock-rovers	William Dennehy	williamdennehy	DRAFT
eu_ireland_shamrock-rovers	Aidan Price	aidanprice	DRAFT
eu_ireland_shamrock-rovers	Craig Sives	craigsives	DRAFT
eu_ireland_shamrock-rovers	Chris Turner	christurner	DRAFT
eu_ireland_shamrock-rovers	Stephen Rice	stephenrice	DRAFT
eu_ireland_shamrock-rovers	Thomas Stewart	thomasstewart	DRAFT
eu_ireland_shamrock-rovers	Graham Barrett	grahambarrett	DRAFT
eu_ireland_shamrock-rovers	Pat Flynn	patflynn	DRAFT
eu_ireland_shamrock-rovers	Patrick Sullivan	patricksullivan	DRAFT
eu_ireland_shamrock-rovers	Robert Bayly	robertbayly	DRAFT
eu_ireland_shamrock-rovers	Sean O'Connor	seanoconnor	DRAFT
eu_ireland_shamrock-rovers	Aidan Downes	aidandownes	DRAFT
eu_ireland_shamrock-rovers	Dessie Baker	dessiebaker	DRAFT
eu_ireland_shamrock-rovers	Stephen Bradley	stephenbradley	DRAFT
eu_ireland_shamrock-rovers	Enda Stevens	endastevens	DRAFT
eu_israel_hapoel-tel-aviv	Vincent Enyeama	vincentenyeama	DRAFT
eu_israel_hapoel-tel-aviv	Itamar Nitzan	itamarnitzan	DRAFT
eu_israel_hapoel-tel-aviv	Bevan Fransman	bevanfransman	DRAFT
eu_israel_hapoel-tel-aviv	Dedi Ben-Dayan	dedibendayan	DRAFT
eu_israel_hapoel-tel-aviv	Dani Bondar	danibondar	DRAFT
eu_israel_hapoel-tel-aviv	Gal Shish	galshish	DRAFT
eu_israel_hapoel-tel-aviv	Mário Pečalka	mariopecalka	CROSS_CLUB
eu_israel_hapoel-tel-aviv	Eran Zahavi	eranzahavi	DRAFT
eu_israel_hapoel-tel-aviv	Gil Vermouth	gilvermouth	DRAFT
eu_israel_hapoel-tel-aviv	Avihai Yadin	avihaiyadin	DRAFT
eu_israel_hapoel-tel-aviv	Walid Badir	walidbadir	DRAFT
eu_israel_hapoel-tel-aviv	Yossi Shivhon	yossishivhon	DRAFT
eu_israel_hapoel-tel-aviv	Elroey Cohen	elroeycohen	DRAFT
eu_israel_hapoel-tel-aviv	Roei Gordana	roeigordana	DRAFT
eu_israel_hapoel-tel-aviv	Ben Sahar	bensahar	DRAFT
eu_israel_hapoel-tel-aviv	Toto Tamuz	tototamuz	DRAFT
eu_israel_hapoel-tel-aviv	Salim Toama	salimtoama	DRAFT
eu_israel_hapoel-tel-aviv	Itay Shechter	itayshechter	DRAFT
eu_israel_maccabi-haifa	Nir Davidovich	nirdavidovich	DRAFT
eu_israel_maccabi-haifa	Amir Edri	amiredri	DRAFT
eu_israel_maccabi-haifa	Eyal Meshumar	eyalmeshumar	DRAFT
eu_israel_maccabi-haifa	Arik Benado	arikbenado	DRAFT
eu_israel_maccabi-haifa	Shay Maimon	shaymaimon	DRAFT
eu_israel_maccabi-haifa	Tsepo Masilela	tsepomasilela	DRAFT
eu_israel_maccabi-haifa	Taleb Tawatha	talebtawatha	DRAFT
eu_israel_maccabi-haifa	Andriy Pylyavskyi	andriypylyavskyi	DRAFT
eu_israel_maccabi-haifa	Ali Ottman	aliottman	DRAFT
eu_israel_maccabi-haifa	Ignacio Canuto	ignaciocanuto	DRAFT
eu_israel_maccabi-haifa	Idan Vered	idanvered	DRAFT
eu_israel_maccabi-haifa	Lior Refaelov	liorrefaelov	DRAFT
eu_israel_maccabi-haifa	Yaniv Katan	yanivkatan	DRAFT
eu_israel_maccabi-haifa	Eyal Golasa	eyalgolasa	DRAFT
eu_israel_maccabi-haifa	Adrien Silva	adriensilva	DRAFT
eu_israel_maccabi-haifa	Tomer Hemed	tomerhemed	DRAFT
eu_israel_maccabi-haifa	Vladimer Dvalishvili	vladimerdvalishvili	DRAFT
eu_israel_maccabi-haifa	Mohammad Ghadir	mohammadghadir	DRAFT
eu_israel_maccabi-tel-aviv	Liran Strauber	liranstrauber	DRAFT
eu_israel_maccabi-tel-aviv	Guy Solomon	guysolomon	DRAFT
eu_israel_maccabi-tel-aviv	Yoav Ziv	yoavziv	DRAFT
eu_israel_maccabi-tel-aviv	Nivaldo	nivaldo	DRAFT
eu_israel_maccabi-tel-aviv	Savo Pavićević	savopavicevic	DRAFT
eu_israel_maccabi-tel-aviv	Avi Strool	avistrool	DRAFT
eu_israel_maccabi-tel-aviv	Rony Gafni	ronygafni	DRAFT
eu_israel_maccabi-tel-aviv	Gal Alberman	galalberman	DRAFT
eu_israel_maccabi-tel-aviv	Haris Medunjanin	harismedunjanin	DRAFT
eu_israel_maccabi-tel-aviv	Maor Buzaglo	maorbuzaglo	DRAFT
eu_israel_maccabi-tel-aviv	Dor Micha	dormicha	DRAFT
eu_israel_maccabi-tel-aviv	Sheran Yeini	sheranyeini	DRAFT
eu_israel_maccabi-tel-aviv	Eliran Atar	eliranatar	DRAFT
eu_israel_maccabi-tel-aviv	Barak Yitzhaki	barakyitzhaki	DRAFT
eu_israel_maccabi-tel-aviv	Roberto Colautti	robertocolautti	DRAFT
eu_israel_maccabi-tel-aviv	Rangelov	rangelov	DRAFT
eu_israel_maccabi-tel-aviv	Moshe Logasi	moshelogasi	DRAFT
eu_israel_maccabi-tel-aviv	Tamir Kahlon	tamirkahlon	DRAFT
eu_moldova_sheriff-tiraspol	Vladislav Stoyanov	vladislavstoyanov	DRAFT
eu_moldova_sheriff-tiraspol	Dmitri Stajila	dmitristajila	DRAFT
eu_moldova_sheriff-tiraspol	Benjamin Balima	benjaminbalima	DRAFT
eu_moldova_sheriff-tiraspol	Artiom Hacaturov	artiomhacaturov	DRAFT
eu_moldova_sheriff-tiraspol	Miral Samardžić	miralsamardzic	DRAFT
eu_moldova_sheriff-tiraspol	Alexandru Suvorov	alexandrusuvorov	DRAFT
eu_moldova_sheriff-tiraspol	Vladimir Volkov	vladimirvolkov	DRAFT
eu_moldova_sheriff-tiraspol	Jymmy França	jymmyfranca	DRAFT
eu_moldova_sheriff-tiraspol	Marko Đalović	markoalovic	DRAFT
eu_moldova_sheriff-tiraspol	Fred Benson	fredbenson	DRAFT
eu_moldova_sheriff-tiraspol	Florent Rouamba	florentrouamba	DRAFT
eu_moldova_sheriff-tiraspol	Nadson	nadson	DRAFT
eu_moldova_sheriff-tiraspol	Wilfried Balima	wilfriedbalima	DRAFT
eu_moldova_sheriff-tiraspol	Stanislav Ivanov	stanislavivanov	DRAFT
eu_moldova_sheriff-tiraspol	Aleksandr Erokhin	aleksandrerokhin	DRAFT
eu_moldova_sheriff-tiraspol	Mahamadou Traoré	mahamadoutraore	DRAFT
eu_moldova_sheriff-tiraspol	Constantin Mandricenco	constantinmandricenco	DRAFT
eu_moldova_sheriff-tiraspol	Serghei Gheorghiev	sergheigheorghiev	DRAFT
eu_netherlands_az-alkmaar	Héctor Moreno	hectormoreno	DRAFT
eu_netherlands_az-alkmaar	Stijn Schaars	stijnschaars	DRAFT
eu_netherlands_az-alkmaar	Kolbeinn Sigþórsson	kolbeinnsigorsson	DRAFT
eu_netherlands_az-alkmaar	Niklas Moisander	niklasmoisander	DRAFT
eu_netherlands_az-alkmaar	Pontus Wernbloom	pontuswernbloom	DRAFT
eu_netherlands_az-alkmaar	Ragnar Klavan	ragnarklavan	DRAFT
eu_netherlands_az-alkmaar	Rasmus Elm	rasmuselm	DRAFT
eu_netherlands_az-alkmaar	Dirk Marcellis	dirkmarcellis	DRAFT
eu_netherlands_az-alkmaar	Erik Falkenburg	erikfalkenburg	DRAFT
eu_netherlands_az-alkmaar	Kew Jaliens	kewjaliens	DRAFT
eu_netherlands_az-alkmaar	Maarten Martens	maartenmartens	DRAFT
eu_netherlands_az-alkmaar	Brett Holman	brettholman	DRAFT
eu_netherlands_az-alkmaar	Jóhann Berg Guðmundsson	johannberggumundsson	DRAFT
eu_netherlands_az-alkmaar	Simon Poulsen	simonpoulsen	DRAFT
eu_netherlands_az-alkmaar	Gill Swerts	gillswerts	DRAFT
eu_netherlands_az-alkmaar	Graziano Pellè	grazianopelle	DRAFT
eu_netherlands_az-alkmaar	Jonathas	jonathas	DRAFT
eu_netherlands_az-alkmaar	Nick van der Velden	nickvandervelden	DRAFT
eu_netherlands_az-alkmaar	Nick Viergever	nickviergever	DRAFT
eu_netherlands_az-alkmaar	Celso Ortiz	celsoortiz	DRAFT
eu_netherlands_ajax	Maarten Stekelenburg	maartenstekelenburg	DRAFT
eu_netherlands_ajax	Kenneth Vermeer	kennethvermeer	DRAFT
eu_netherlands_ajax	Luis Suárez	luissuarez	DRAFT
eu_netherlands_ajax	Jan Vertonghen	janvertonghen	DRAFT
eu_netherlands_ajax	Gregory van der Wiel	gregoryvanderwiel	DRAFT
eu_netherlands_ajax	Siem de Jong	siemdejong	DRAFT
eu_netherlands_ajax	Christian Eriksen	christianeriksen	DRAFT
eu_netherlands_ajax	Mounir El Hamdaoui	mounirelhamdaoui	DRAFT
eu_netherlands_ajax	Toby Alderweireld	tobyalderweireld	DRAFT
eu_netherlands_ajax	Demy de Zeeuw	demydezeeuw	DRAFT
eu_netherlands_ajax	Urby Emanuelson	urbyemanuelson	DRAFT
eu_netherlands_ajax	Eyong Enoh	eyongenoh	DRAFT
eu_netherlands_ajax	Miralem Sulejmani	miralemsulejmani	DRAFT
eu_netherlands_ajax	André Ooijer	andreooijer	DRAFT
eu_netherlands_ajax	Nicolás Lodeiro	nicolaslodeiro	DRAFT
eu_netherlands_ajax	Oleguer	oleguer	DRAFT
eu_netherlands_ajax	Teemu Tainio	teemutainio	DRAFT
eu_netherlands_ajax	Rasmus Lindgren	rasmuslindgren	DRAFT
eu_netherlands_ajax	Vurnon Anita	vurnonanita	DRAFT
eu_netherlands_ajax	Daley Blind	daleyblind	DRAFT
eu_netherlands_fc-twente	Douglas	douglas	CROSS_CLUB
eu_netherlands_fc-twente	Bryan Ruiz	bryanruiz	DRAFT
eu_netherlands_fc-twente	Theo Janssen	theojanssen	DRAFT
eu_netherlands_fc-twente	Marc Janko	marcjanko	DRAFT
eu_netherlands_fc-twente	Peter Wisgerhof	peterwisgerhof	DRAFT
eu_netherlands_fc-twente	Roberto Rosales	robertorosales	DRAFT
eu_netherlands_fc-twente	Wout Brama	woutbrama	DRAFT
eu_netherlands_fc-twente	Emir Bajrami	emirbajrami	DRAFT
eu_netherlands_fc-twente	Denny Landzaat	dennylandzaat	DRAFT
eu_netherlands_fc-twente	Luuk de Jong	luukdejong	DRAFT
eu_netherlands_fc-twente	Bernard Parker	bernardparker	DRAFT
eu_netherlands_fc-twente	Dwight Tiendalli	dwighttiendalli	DRAFT
eu_netherlands_fc-twente	Rasmus Bengtsson	rasmusbengtsson	DRAFT
eu_netherlands_fc-twente	Bart Buysse	bartbuysse	DRAFT
eu_netherlands_fc-twente	Dario Vujicevic	dariovujicevic	DRAFT
eu_netherlands_fc-twente	Nicky Kuiper	nickykuiper	DRAFT
eu_netherlands_fc-utrecht	Dries Mertens	driesmertens	DRAFT
eu_netherlands_fc-utrecht	Ricky van Wolfswinkel	rickyvanwolfswinkel	DRAFT
eu_netherlands_fc-utrecht	Michael Silberbauer	michaelsilberbauer	DRAFT
eu_netherlands_fc-utrecht	Nana Asare	nanaasare	DRAFT
eu_netherlands_fc-utrecht	Jacob Mulenga	jacobmulenga	DRAFT
eu_netherlands_fc-utrecht	Jan Wuytens	janwuytens	DRAFT
eu_netherlands_fc-utrecht	Alje Schut	aljeschut	DRAFT
eu_netherlands_fc-utrecht	Jacob Lensky	jacoblensky	DRAFT
eu_netherlands_fc-utrecht	Mihai Neşu	mihainesu	DRAFT
eu_netherlands_fc-utrecht	Tim Cornelisse	timcornelisse	DRAFT
eu_netherlands_fc-utrecht	Sander Keller	sanderkeller	DRAFT
eu_netherlands_fc-utrecht	Barry Maguire	barrymaguire	DRAFT
eu_netherlands_fc-utrecht	Frank Demouge	frankdemouge	DRAFT
eu_netherlands_fc-utrecht	Gianluca Nijholt	gianlucanijholt	DRAFT
eu_netherlands_fc-utrecht	Tommy Oar	tommyoar	DRAFT
eu_netherlands_fc-utrecht	Mark van der Maarel	markvandermaarel	DRAFT
eu_netherlands_fc-utrecht	Erixon Danso	erixondanso	DRAFT
eu_netherlands_fc-utrecht	Michael Zullo	michaelzullo	DRAFT
eu_netherlands_fc-utrecht	Ismo Vorstermans	ismovorstermans	DRAFT
eu_netherlands_fc-utrecht	Adam Sarota	adamsarota	DRAFT
eu_netherlands_feyenoord	Georginio Wijnaldum	georginiowijnaldum	DRAFT
eu_netherlands_feyenoord	Ron Vlaar	ronvlaar	DRAFT
eu_netherlands_feyenoord	André Bahia	andrebahia	DRAFT
eu_netherlands_feyenoord	Jon Dahl Tomasson	jondahltomasson	DRAFT
eu_netherlands_feyenoord	Leroy Fer	leroyfer	DRAFT
eu_netherlands_feyenoord	Karim El Ahmadi	karimelahmadi	DRAFT
eu_netherlands_feyenoord	Fedor Smolov	fedorsmolov	DRAFT
eu_netherlands_feyenoord	Luigi Bruins	luigibruins	DRAFT
eu_netherlands_feyenoord	Sekou Cissé	sekoucisse	DRAFT
eu_netherlands_feyenoord	Diego Biseswar	diegobiseswar	DRAFT
eu_netherlands_feyenoord	Ruben Schaken	rubenschaken	DRAFT
eu_netherlands_feyenoord	Stefan de Vrij	stefandevrij	DRAFT
eu_netherlands_feyenoord	Michael Lumb	michaellumb	DRAFT
eu_netherlands_feyenoord	Tim de Cler	timdecler	DRAFT
eu_netherlands_feyenoord	Dani Fernández	danifernandez	DRAFT
eu_netherlands_feyenoord	Kelvin Leerdam	kelvinleerdam	DRAFT
eu_netherlands_feyenoord	Adil Auassar	adilauassar	DRAFT
eu_netherlands_feyenoord	Manteiga	manteiga	DRAFT
eu_netherlands_nec-nijmegen	Lasse Schöne	lasseschone	DRAFT
eu_netherlands_nec-nijmegen	Thomas Chatelle	thomaschatelle	DRAFT
eu_netherlands_nec-nijmegen	Leroy George	leroygeorge	DRAFT
eu_netherlands_nec-nijmegen	Ramon Zomer	ramonzomer	DRAFT
eu_netherlands_nec-nijmegen	Bas Sibum	bassibum	DRAFT
eu_netherlands_nec-nijmegen	John Goossens	johngoossens	DRAFT
eu_netherlands_nec-nijmegen	Lorenzo Davids	lorenzodavids	DRAFT
eu_netherlands_nec-nijmegen	Rens van Eijden	rensvaneijden	DRAFT
eu_netherlands_nec-nijmegen	Erton Fejzullahu	ertonfejzullahu	DRAFT
eu_netherlands_nec-nijmegen	Niels Wellenberg	nielswellenberg	DRAFT
eu_netherlands_nec-nijmegen	Mark Otten	markotten	DRAFT
eu_netherlands_nec-nijmegen	Rick ten Voorde	ricktenvoorde	DRAFT
eu_netherlands_nec-nijmegen	Adnan Secerovic	adnansecerovic	DRAFT
eu_netherlands_nec-nijmegen	Jasper Cillessen	jaspercillessen	DRAFT
eu_netherlands_nec-nijmegen	Björn Vleminckx	bjornvleminckx	DRAFT
eu_netherlands_psv-eindhoven	Balázs Dzsudzsák	balazsdzsudzsak	DRAFT
eu_netherlands_psv-eindhoven	Jeremain Lens	jeremainlens	DRAFT
eu_netherlands_psv-eindhoven	Ibrahim Afellay	ibrahimafellay	DRAFT
eu_netherlands_psv-eindhoven	Ola Toivonen	olatoivonen	DRAFT
eu_netherlands_psv-eindhoven	Francisco Rodríguez	franciscorodriguez	DRAFT
eu_netherlands_psv-eindhoven	Orlando Engelaar	orlandoengelaar	DRAFT
eu_netherlands_psv-eindhoven	Danny Koevermans	dannykoevermans	DRAFT
eu_netherlands_psv-eindhoven	Otman Bakkal	otmanbakkal	DRAFT
eu_netherlands_psv-eindhoven	Atiba Hutchinson	atibahutchinson	DRAFT
eu_netherlands_psv-eindhoven	Marcelo	marcelo	DRAFT
eu_netherlands_psv-eindhoven	Stanislav Manolev	stanislavmanolev	DRAFT
eu_netherlands_psv-eindhoven	Wilfred Bouma	wilfredbouma	DRAFT
eu_netherlands_psv-eindhoven	Nordin Amrabat	nordinamrabat	DRAFT
eu_netherlands_psv-eindhoven	Erik Pieters	erikpieters	DRAFT
eu_netherlands_psv-eindhoven	Jagoš Vuković	jagosvukovic	DRAFT
eu_netherlands_psv-eindhoven	Stefan Nijland	stefannijland	DRAFT
eu_netherlands_psv-eindhoven	Jan Kromkamp	jankromkamp	DRAFT
eu_netherlands_psv-eindhoven	Funso Ojo	funsoojo	DRAFT
eu_netherlands_psv-eindhoven	Stijn Wuytens	stijnwuytens	DRAFT
eu_netherlands_psv-eindhoven	Andreas Isaksson	andreasisaksson	DRAFT
eu_netherlands_sc-heerenveen	Roy Beerens	roybeerens	DRAFT
eu_netherlands_sc-heerenveen	Michel Breuer	michelbreuer	DRAFT
eu_netherlands_sc-heerenveen	Oussama Assaidi	oussamaassaidi	DRAFT
eu_netherlands_sc-heerenveen	Viktor Elm	viktorelm	DRAFT
eu_netherlands_sc-heerenveen	Filip Đuričić	filipuricic	DRAFT
eu_netherlands_sc-heerenveen	Christian Grindheim	christiangrindheim	DRAFT
eu_netherlands_sc-heerenveen	Arnold Kruiswijk	arnoldkruiswijk	DRAFT
eu_netherlands_sc-heerenveen	Bas Dost	basdost	DRAFT
eu_netherlands_sc-heerenveen	Michal Papadopulos	michalpapadopulos	DRAFT
eu_netherlands_sc-heerenveen	Mika Väyrynen	mikavayrynen	DRAFT
eu_netherlands_sc-heerenveen	Geert Arend Roorda	geertarendroorda	DRAFT
eu_netherlands_sc-heerenveen	Philip Haglund	philiphaglund	DRAFT
eu_netherlands_sc-heerenveen	Youssef El-Akchaoui	youssefelakchaoui	DRAFT
eu_netherlands_sc-heerenveen	Daryl Janmaat	daryljanmaat	DRAFT
eu_netherlands_sc-heerenveen	Michal Švec	michalsvec	DRAFT
eu_netherlands_sc-heerenveen	Tarik Elyounoussi	tarikelyounoussi	DRAFT
eu_netherlands_sc-heerenveen	Calvin Jong-A-Pin	calvinjongapin	DRAFT
eu_netherlands_sc-heerenveen	Milan Kopic	milankopic	DRAFT
eu_netherlands_sc-heerenveen	Igor Đurić	igoruric	DRAFT
eu_netherlands_sc-heerenveen	Samir Fazli	samirfazli	DRAFT
eu_norway_molde-fk	Pape Paté Diouf	papepatediouf	DRAFT
eu_norway_molde-fk	Magne Hoseth	magnehoseth	DRAFT
eu_norway_molde-fk	Baye Djiby Fall	bayedjibyfall	DRAFT
eu_norway_molde-fk	Emil Johansson	emiljohansson	DRAFT
eu_norway_molde-fk	Makhtar Thioune	makhtarthioune	DRAFT
eu_norway_molde-fk	Björn Runström	bjornrunstrom	DRAFT
eu_norway_molde-fk	Daniel Berg Hestad	danielberghestad	DRAFT
eu_norway_molde-fk	Mattias Moström	mattiasmostrom	DRAFT
eu_norway_molde-fk	Thomas Holm	thomasholm	DRAFT
eu_norway_molde-fk	Magne Simonsen	magnesimonsen	DRAFT
eu_norway_molde-fk	Vegard Forren	vegardforren	DRAFT
eu_norway_molde-fk	Aksel Berget Skjølsvik	akselbergetskjlsvik	DRAFT
eu_norway_molde-fk	Christian Steen	christiansteen	DRAFT
eu_norway_molde-fk	Kristoffer Vatshaug	kristoffervatshaug	DRAFT
eu_norway_molde-fk	Marcus Andreasson	marcusandreasson	DRAFT
eu_norway_molde-fk	Øyvind Gjerde	yvindgjerde	DRAFT
eu_norway_molde-fk	Kristian Strandhagen	kristianstrandhagen	DRAFT
eu_norway_rosenborg-bk	Per Ciljan Skjelbred	perciljanskjelbred	DRAFT
eu_norway_rosenborg-bk	Anthony Annan	anthonyannan	DRAFT
eu_norway_rosenborg-bk	Mikael Lustig	mikaellustig	DRAFT
eu_norway_rosenborg-bk	Rade Prica	radeprica	DRAFT
eu_norway_rosenborg-bk	Steffen Iversen	steffeniversen	DRAFT
eu_norway_rosenborg-bk	Vadim Demidov	vadimdemidov	DRAFT
eu_norway_rosenborg-bk	Markus Henriksen	markushenriksen	DRAFT
eu_norway_rosenborg-bk	Mikael Dorsin	mikaeldorsin	DRAFT
eu_norway_rosenborg-bk	Mattias Bjärsmyr	mattiasbjarsmyr	DRAFT
eu_norway_rosenborg-bk	Bakary Sare	bakarysare	DRAFT
eu_norway_rosenborg-bk	Trond Olsen	trondolsen	DRAFT
eu_norway_rosenborg-bk	Fredrik Winsnes	fredrikwinsnes	DRAFT
eu_norway_rosenborg-bk	Morten Moldskred	mortenmoldskred	DRAFT
eu_norway_rosenborg-bk	Simen Wangberg	simenwangberg	DRAFT
eu_norway_rosenborg-bk	Alejandro Lago	alejandrolago	DRAFT
eu_norway_rosenborg-bk	Mushaga Bakenga	mushagabakenga	DRAFT
eu_norway_rosenborg-bk	Roar Strand	roarstrand	DRAFT
eu_norway_rosenborg-bk	Gjermund Åsen	gjermundasen	DRAFT
eu_norway_rosenborg-bk	Michael Jamtfall	michaeljamtfall	DRAFT
eu_norway_troms-il	Kara Mbodji	karambodji	DRAFT
eu_norway_troms-il	Sigurd Rushfeldt	sigurdrushfeldt	DRAFT
eu_norway_troms-il	Tom Høgli	tomhgli	DRAFT
eu_norway_troms-il	Ruben Yttergård Jenssen	rubenyttergardjenssen	DRAFT
eu_norway_troms-il	Miika Koppinen	miikakoppinen	DRAFT
eu_norway_troms-il	Kayke	kayke	DRAFT
eu_norway_troms-il	Fredrik Björck	fredrikbjorck	DRAFT
eu_norway_troms-il	Remi Johansen	remijohansen	DRAFT
eu_norway_troms-il	George Mourad	georgemourad	DRAFT
eu_norway_troms-il	Kevin Larsen	kevinlarsen	DRAFT
eu_norway_troms-il	Mohammed Ahamed	mohammedahamed	DRAFT
eu_norway_troms-il	Hans Åge Yndestad	hansageyndestad	DRAFT
eu_norway_troms-il	Helge Haugen	helgehaugen	DRAFT
eu_norway_troms-il	Stevan Bates	stevanbates	DRAFT
eu_norway_troms-il	Tommy Knarvik	tommyknarvik	DRAFT
eu_norway_troms-il	Mads Reginiussen	madsreginiussen	DRAFT
eu_norway_troms-il	Saliou Ciss	saliouciss	DRAFT
eu_norway_troms-il	Thomas Drage	thomasdrage	DRAFT
eu_norway_troms-il	Hans Julius Norbye	hansjuliusnorbye	DRAFT
eu_norway_valerenga	Mohammed Fellah	mohammedfellah	DRAFT
eu_norway_valerenga	André Muri	andremuri	DRAFT
